築年数,階,管理費,専有面積,賃貸アパート,賃貸テラス・タウンハウス,賃貸マンション,賃貸一戸建て,区,最寄り駅,歩分,地下階数,地上階数,居室,S,L,D,K
16,4,5000,139.26,False,False,True,False,大田区,大森町駅,8,0,4,3,1,1,1,1
16,4,5000,139.26,False,False,True,False,大田区,大森町駅,8,0,4,3,1,1,1,1
54,7,10000,48.6,False,False,True,False,豊島区,千川駅,1,0,13,2,0,1,1,1
27,3,10000,70.06,False,False,True,False,葛飾区,青砥駅,8,0,10,2,0,1,1,1
27,10,10000,71.59,False,False,True,False,葛飾区,青砥駅,8,0,10,3,0,1,1,1
0,1,4000,30.65,True,False,False,False,葛飾区,京成小岩駅,4,0,3,1,0,1,1,1
0,2,4000,30.65,True,False,False,False,葛飾区,京成小岩駅,4,0,3,1,0,1,1,1
0,2,4000,30.94,True,False,False,False,葛飾区,京成小岩駅,4,0,3,1,0,1,1,1
0,1,4000,38.38,True,False,False,False,葛飾区,京成小岩駅,4,0,3,2,0,0,1,1
0,2,4000,38.38,True,False,False,False,葛飾区,京成小岩駅,4,0,3,2,0,0,1,1
23,6,10000,66.5,False,False,True,False,荒川区,三河島駅,5,0,13,3,0,1,1,1
6,4,20000,50.88,False,False,True,False,荒川区,尾久駅,6,0,8,3,0,0,1,1
6,4,25000,50.88,False,False,True,False,荒川区,尾久駅,6,0,8,3,0,0,1,1
1,11,10000,54.64,False,False,True,False,葛飾区,青砥駅,8,0,14,1,1,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.26,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.26,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.26,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,2,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,4,20000,51.26,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,7,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,7,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,7,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
0,7,20000,51.03,False,False,True,False,荒川区,三河島駅,6,0,7,2,0,1,1,1
28,3,14000,65.5,False,False,True,False,荒川区,西日暮里駅,10,0,9,3,0,1,1,1
4,2,19000,25.62,False,False,True,False,葛飾区,亀有駅,8,0,8,2,0,0,0,1
4,2,19000,25.62,False,False,True,False,葛飾区,亀有駅,8,0,8,2,0,0,0,1
4,2,15000,22.5,False,False,True,False,葛飾区,亀有駅,8,0,8,1,0,0,0,1
8,3,4000,44.71,True,False,False,False,葛飾区,綾瀬駅,13,0,3,2,0,1,1,1
8,3,4000,44.71,True,False,False,False,葛飾区,綾瀬駅,13,0,3,2,0,1,1,1
8,2,2500,43.36,True,False,False,False,荒川区,日暮里駅,8,0,3,1,0,1,1,1
8,2,2500,47.23,True,False,False,False,荒川区,日暮里駅,8,0,3,2,0,1,1,1
4,1,4400,44.8,True,False,False,False,荒川区,三ノ輪駅,6,0,3,1,0,1,1,1
2,1,0,91.02,False,False,False,True,葛飾区,新小岩駅,12,0,2,3,1,1,1,1
2,2,0,91.02,False,False,False,True,葛飾区,新小岩駅,12,0,2,3,1,1,1,1
2,1,0,91.02,False,False,False,True,葛飾区,新小岩駅,12,0,2,3,1,1,1,1
4,5,6600,41.33,False,False,True,False,葛飾区,お花茶屋駅,10,0,6,1,0,1,1,1
20,2,8000,42.0,False,False,True,False,荒川区,新三河島駅,7,0,3,1,0,1,1,1
36,2,7000,59.37,False,False,True,False,葛飾区,綾瀬駅,10,0,4,2,0,1,1,1
21,5,8000,27.43,False,False,True,False,荒川区,三ノ輪駅,8,0,18,1,0,0,0,0
21,4,8000,27.43,False,False,True,False,荒川区,三ノ輪駅,8,0,18,1,0,0,0,0
21,15,8000,27.43,False,False,True,False,荒川区,三ノ輪駅,8,0,18,1,0,0,0,0
21,5,12000,64.79,False,False,True,False,荒川区,三ノ輪駅,8,0,18,2,0,1,1,1
21,8,12000,60.2,False,False,True,False,荒川区,三ノ輪駅,8,0,18,1,1,1,1,1
21,16,12000,63.3,False,False,True,False,荒川区,三ノ輪駅,8,0,18,2,0,1,1,1
21,4,8000,27.43,False,False,True,False,荒川区,三ノ輪駅,8,1,18,1,0,0,0,0
21,5,8000,27.43,False,False,True,False,荒川区,三ノ輪駅,8,1,18,1,0,0,0,0
21,3,8000,28.05,False,False,True,False,荒川区,三ノ輪駅,8,1,18,1,0,0,1,1
21,15,8000,27.43,False,False,True,False,荒川区,三ノ輪駅,8,1,18,1,0,0,0,0
21,5,12000,64.79,False,False,True,False,荒川区,三ノ輪駅,8,1,18,2,0,1,1,1
21,8,12000,60.2,False,False,True,False,荒川区,三ノ輪駅,8,1,18,1,1,1,1,1
21,16,12000,63.3,False,False,True,False,荒川区,三ノ輪駅,8,1,18,2,0,1,1,1
0,1,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,1,10000,31.05,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,1,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,2,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,2,10000,31.05,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,5,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,4,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,3,10000,31.05,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,4,10000,31.05,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,2,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,4,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,3,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
0,5,10000,31.04,False,False,True,False,荒川区,南千住駅,5,0,5,1,0,1,1,1
34,2,5000,60.0,False,False,True,False,葛飾区,堀切菖蒲園駅,10,0,3,3,0,0,1,1
2,2,15000,34.64,False,False,True,False,荒川区,町屋駅,4,0,15,1,0,1,1,1
2,5,15000,34.64,False,False,True,False,荒川区,町屋駅,4,0,15,1,0,1,1,1
2,6,15000,34.64,False,False,True,False,荒川区,町屋駅,4,0,15,1,0,1,1,1
2,7,15000,34.64,False,False,True,False,荒川区,町屋駅,4,0,15,1,0,1,1,1
2,9,20000,56.4,False,False,True,False,荒川区,町屋駅,4,0,15,2,1,1,1,1
2,14,20000,56.4,False,False,True,False,荒川区,町屋駅,4,0,15,3,0,1,1,1
2,11,20000,67.65,False,False,True,False,荒川区,町屋駅,4,0,15,3,0,1,1,1
2,14,20000,67.65,False,False,True,False,荒川区,町屋駅,4,0,15,3,0,1,1,1
35,4,0,44.13,False,False,True,False,荒川区,日暮里駅,7,0,5,2,0,0,1,1
5,2,8000,35.7,False,False,True,False,荒川区,町屋駅,4,0,3,1,0,1,1,1
6,7,12000,52.66,False,False,True,False,荒川区,赤土小学校前駅,4,0,12,2,0,1,1,1
6,7,12000,52.66,False,False,True,False,荒川区,赤土小学校前駅,4,0,12,2,0,1,1,1
6,11,12000,52.66,False,False,True,False,荒川区,赤土小学校前駅,4,0,12,2,0,1,1,1
6,7,12000,52.66,False,False,True,False,荒川区,赤土小学校前駅,4,0,12,2,0,1,1,1
6,11,12000,52.66,False,False,True,False,荒川区,赤土小学校前駅,4,0,12,2,0,1,1,1
6,10,12000,52.66,False,False,True,False,荒川区,赤土小学校前駅,4,0,12,2,0,1,1,1
4,5,8000,25.1,False,False,True,False,荒川区,日暮里駅,7,0,9,1,0,0,1,1
4,8,10000,31.94,False,False,True,False,荒川区,日暮里駅,7,0,9,1,0,1,1,1
4,8,10000,31.94,False,False,True,False,荒川区,日暮里駅,7,0,9,1,0,1,1,1
4,8,12000,51.48,False,False,True,False,荒川区,日暮里駅,7,0,9,2,0,1,1,1
4,8,12000,51.48,False,False,True,False,荒川区,日暮里駅,7,0,9,2,0,1,1,1
4,5,12000,54.93,False,False,True,False,荒川区,日暮里駅,7,0,9,2,0,1,1,1
8,6,15000,36.2,False,False,True,False,荒川区,町屋駅,9,0,11,2,0,0,1,1
10,4,5000,25.15,False,False,True,False,荒川区,西日暮里駅,6,0,5,1,0,0,1,1
5,1,6000,53.62,True,False,False,False,葛飾区,新小岩駅,14,0,3,2,0,1,1,1
0,2,10000,25.19,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,0,1
0,2,10000,25.19,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,0,1
0,2,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,2,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,3,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,3,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,3,10000,25.76,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,2,10000,25.76,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,7,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,7,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,7,10000,25.76,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,8,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,8,10000,25.53,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,8,10000,25.76,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,8,10000,25.54,False,False,True,False,江戸川区,葛西駅,9,0,9,1,0,0,1,1
0,2,15000,49.4,False,False,True,False,江戸川区,葛西駅,9,0,9,2,0,1,1,1
0,3,15000,49.4,False,False,True,False,江戸川区,葛西駅,9,0,9,2,0,1,1,1
0,8,15000,49.4,False,False,True,False,江戸川区,葛西駅,9,0,9,2,0,1,1,1
0,7,15000,49.4,False,False,True,False,江戸川区,葛西駅,9,0,9,2,0,1,1,1
0,2,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,2,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,3,15000,50.1,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,3,15000,50.1,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,9,15000,49.4,False,False,True,False,江戸川区,葛西駅,9,0,9,2,0,1,1,1
0,2,15000,50.53,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,3,15000,50.53,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,3,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,3,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,2,15000,50.22,False,False,True,False,江戸川区,葛西駅,9,0,9,3,0,1,1,1
0,3,15000,50.22,False,False,True,False,江戸川区,葛西駅,9,0,9,3,0,1,1,1
0,7,15000,50.1,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,7,15000,50.1,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,7,15000,50.53,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,8,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,8,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,7,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,7,15000,50.22,False,False,True,False,江戸川区,葛西駅,9,0,9,3,0,1,1,1
0,8,15000,50.1,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,9,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,2,1,1,1,1
0,2,15000,53.18,False,False,True,False,江戸川区,葛西駅,9,0,9,3,0,1,1,1
0,3,15000,53.18,False,False,True,False,江戸川区,葛西駅,9,0,9,3,0,1,1,1
0,7,15000,50.42,False,False,True,False,江戸川区,葛西駅,9,0,9,3,0,1,1,1
12,1,5500,30.27,True,False,False,False,中野区,下井草駅,6,0,2,1,0,1,1,1
12,1,6000,30.27,True,False,False,False,中野区,下井草駅,6,0,2,1,0,1,1,1
12,1,6500,30.27,True,False,False,False,中野区,下井草駅,6,0,2,1,0,1,1,1
3,4,10000,23.85,False,False,True,False,葛飾区,堀切菖蒲園駅,8,0,5,1,0,0,0,1
3,3,10000,20.53,False,False,True,False,葛飾区,堀切菖蒲園駅,8,0,5,1,0,0,0,1
3,5,10000,41.07,False,False,True,False,葛飾区,堀切菖蒲園駅,8,0,5,1,0,1,1,1
5,3,4000,34.46,True,False,False,False,江戸川区,小岩駅,9,0,3,1,0,1,1,1
5,1,10000,21.75,False,False,True,False,葛飾区,お花茶屋駅,7,0,5,1,0,0,0,1
5,4,10000,21.75,False,False,True,False,葛飾区,お花茶屋駅,7,0,5,1,0,0,0,1
5,5,10000,21.46,False,False,True,False,葛飾区,お花茶屋駅,7,0,5,1,0,0,0,1
0,1,10000,30.08,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,1,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,1,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,4,10000,30.08,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,4,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,4,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,2,10000,30.08,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,3,10000,30.08,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,2,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,3,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,3,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
0,2,10000,30.07,False,False,True,False,荒川区,田端駅,10,0,4,1,0,1,1,1
6,3,2000,26.38,False,False,True,False,葛飾区,新小岩駅,5,0,4,1,0,0,0,1
11,4,5000,40.01,False,False,True,False,荒川区,西日暮里駅,3,0,8,1,0,1,1,1
9,2,8000,71.18,False,False,True,False,江戸川区,平井駅,10,0,4,2,1,1,1,1
11,10,20000,43.7,False,False,True,False,荒川区,日暮里駅,11,1,34,1,0,1,1,1
11,25,10000,57.14,False,False,True,False,荒川区,日暮里駅,11,1,34,2,0,1,1,1
11,25,10000,57.14,False,False,True,False,荒川区,日暮里駅,11,1,34,2,0,1,1,1
4,1,5000,41.1,True,False,False,False,江戸川区,葛西駅,6,0,2,1,0,1,1,1
23,3,8000,55.81,False,False,True,False,江戸川区,葛西駅,5,0,7,2,0,1,1,1
23,3,9000,55.81,False,False,True,False,江戸川区,葛西駅,5,0,7,2,0,1,1,1
17,1,8000,63.65,False,False,True,False,葛飾区,小岩駅,19,0,4,3,0,1,1,1
17,1,8000,63.65,False,False,True,False,葛飾区,小岩駅,19,0,4,3,0,1,1,1
7,6,8000,25.21,False,False,True,False,葛飾区,四ツ木駅,8,0,7,1,0,0,0,1
4,5,10000,20.05,False,False,True,False,葛飾区,四ツ木駅,7,0,14,1,0,0,0,1
4,10,10000,20.05,False,False,True,False,葛飾区,四ツ木駅,7,0,14,1,0,0,0,1
4,13,10000,20.23,False,False,True,False,葛飾区,四ツ木駅,7,0,14,1,0,0,0,1
10,2,6500,58.07,True,False,False,False,江戸川区,西葛西駅,5,0,3,2,0,1,1,1
11,2,3000,27.21,False,False,True,False,荒川区,三ノ輪駅,4,0,3,1,0,0,0,1
6,1,10000,30.1,False,False,True,False,足立区,綾瀬駅,8,0,3,1,0,0,0,0
6,3,15000,74.0,False,False,True,False,足立区,綾瀬駅,8,0,3,3,0,1,1,1
6,2,15000,74.0,False,False,True,False,足立区,綾瀬駅,8,0,3,3,0,1,1,1
33,2,5000,38.0,False,False,True,False,葛飾区,四ツ木駅,8,0,3,2,0,0,1,1
9,8,20000,41.39,False,False,True,False,荒川区,日暮里駅,12,0,9,2,0,0,1,1
9,2,20000,41.39,False,False,True,False,荒川区,日暮里駅,12,0,9,2,0,0,1,1
3,2,10000,20.47,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,2,12000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,3,10000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,2,12000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,3,12000,20.47,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,2,12000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,7,12000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,2,10000,20.47,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,3,10000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,2,12000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,2,12000,20.47,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,3,12000,20.47,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,3,12000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,7,12000,20.02,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,10,12000,20.01,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
3,13,12000,20.01,False,False,True,False,葛飾区,四ツ木駅,6,0,15,1,0,0,0,1
11,5,4000,29.8,False,False,True,False,葛飾区,新小岩駅,8,0,5,1,0,0,0,1
8,2,4000,21.79,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
8,3,4000,22.79,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
12,3,7000,29.46,False,False,True,False,葛飾区,青砥駅,5,0,11,1,0,0,0,1
12,11,9000,55.42,False,False,True,False,葛飾区,青砥駅,5,0,11,2,0,1,1,1
12,3,7000,29.46,False,False,True,False,葛飾区,青砥駅,5,0,11,1,0,0,0,1
12,11,9000,55.42,False,False,True,False,葛飾区,青砥駅,5,0,11,2,0,1,1,1
5,1,4000,25.67,True,False,False,False,葛飾区,亀有駅,5,0,2,1,0,0,0,1
5,1,4000,25.67,True,False,False,False,葛飾区,亀有駅,5,0,2,1,0,0,0,1
5,1,4000,25.67,True,False,False,False,葛飾区,亀有駅,5,0,2,1,0,0,0,1
5,2,4000,25.67,True,False,False,False,葛飾区,亀有駅,5,0,2,1,0,0,0,1
7,2,5000,32.25,False,False,True,False,江戸川区,平井駅,4,0,4,1,0,1,1,1
29,3,15000,64.67,False,False,True,False,荒川区,町屋駅,1,0,14,2,1,1,1,1
29,6,15000,64.67,False,False,True,False,荒川区,町屋駅,1,0,14,2,1,1,1,1
2,6,10000,27.72,False,False,True,False,荒川区,熊野前駅,5,0,12,1,0,0,1,1
7,2,5000,32.25,False,False,True,False,江戸川区,平井駅,4,0,4,1,0,1,1,1
0,1,5000,21.87,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,2,5000,21.87,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,3,5000,21.87,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,1,5000,24.6,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,2,5000,22.82,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,3,5000,22.82,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,1,5000,25.65,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,2,5000,24.6,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,3,5000,24.6,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,2,5000,25.65,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,2,5000,25.65,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
0,3,5000,25.65,True,False,False,False,葛飾区,新小岩駅,8,0,3,1,0,0,0,1
12,2,6500,42.26,True,False,False,False,中野区,野方駅,7,0,2,1,0,1,1,1
9,3,15000,26.49,False,False,True,False,荒川区,三ノ輪駅,2,0,12,1,0,0,0,1
9,10,20000,46.45,False,False,True,False,荒川区,三ノ輪駅,2,0,12,1,0,1,1,1
9,5,11000,46.45,False,False,True,False,荒川区,三ノ輪駅,2,0,12,1,0,1,1,1
4,2,15000,51.29,False,False,True,False,荒川区,三河島駅,4,0,9,2,0,1,1,1
4,2,15000,51.29,False,False,True,False,荒川区,三河島駅,4,0,9,2,0,1,1,1
4,2,15000,50.93,False,False,True,False,荒川区,三河島駅,4,0,9,1,1,1,1,1
4,4,15000,51.29,False,False,True,False,荒川区,三河島駅,4,0,9,2,0,1,1,1
8,1,2000,14.04,True,False,False,False,葛飾区,柴又駅,2,0,3,1,0,0,0,1
8,3,2000,14.04,True,False,False,False,葛飾区,柴又駅,2,0,3,1,0,0,0,1
8,3,2000,26.53,True,False,False,False,葛飾区,柴又駅,2,0,3,1,0,0,1,1
0,6,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,6,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,9,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,6,15000,56.16,False,False,True,False,荒川区,町屋駅,6,0,15,1,1,1,1,1
0,11,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,10,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,8,15000,56.16,False,False,True,False,荒川区,町屋駅,6,0,15,1,1,1,1,1
0,13,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,13,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,13,15000,56.16,False,False,True,False,荒川区,町屋駅,6,0,15,1,1,1,1,1
0,15,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,15,15000,55.36,False,False,True,False,荒川区,町屋駅,6,0,15,2,0,1,1,1
0,15,15000,56.16,False,False,True,False,荒川区,町屋駅,6,0,15,1,1,1,1,1
0,6,15000,55.36,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,6,15000,55.36,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,6,15000,56.16,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,11,15000,55.36,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,10,15000,55.36,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,8,15000,56.16,False,False,True,False,荒川区,町屋駅,3,0,15,1,1,1,1,1
0,13,15000,55.36,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,13,15000,56.16,False,False,True,False,荒川区,町屋駅,3,0,15,1,1,1,1,1
0,15,15000,55.36,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,15,15000,55.36,False,False,True,False,荒川区,町屋駅,3,0,15,2,0,1,1,1
0,15,15000,56.16,False,False,True,False,荒川区,町屋駅,3,0,15,1,1,1,1,1
3,5,10000,33.12,False,False,True,False,荒川区,新三河島駅,1,0,14,1,0,0,1,1
3,5,10000,33.12,False,False,True,False,荒川区,新三河島駅,1,0,14,1,0,0,1,1
3,13,10000,33.12,False,False,True,False,荒川区,新三河島駅,1,0,14,1,0,0,1,1
3,13,10000,33.12,False,False,True,False,荒川区,新三河島駅,1,0,14,1,0,0,1,1
3,2,12000,53.03,False,False,True,False,荒川区,新三河島駅,1,0,14,2,0,1,1,1
3,7,12000,53.03,False,False,True,False,荒川区,新三河島駅,1,0,14,2,0,1,1,1
3,7,12000,53.03,False,False,True,False,荒川区,新三河島駅,1,0,14,2,0,1,1,1
3,7,15000,65.48,False,False,True,False,荒川区,新三河島駅,1,0,14,2,0,1,1,1
3,7,15000,65.48,False,False,True,False,荒川区,新三河島駅,1,0,14,2,0,1,1,1
3,11,15000,65.48,False,False,True,False,荒川区,新三河島駅,1,0,14,2,0,1,1,1
32,1,7000,59.84,False,False,True,False,葛飾区,京成高砂駅,14,0,4,2,0,1,1,1
26,1,0,179.3,False,False,False,True,中野区,高円寺駅,14,0,2,6,0,1,1,1
3,2,6100,26.02,False,False,True,False,江戸川区,小岩駅,8,0,5,1,0,0,0,1
3,5,5500,39.91,False,False,True,False,江戸川区,小岩駅,8,0,5,1,0,1,1,1
24,8,10000,45.78,False,False,True,False,荒川区,鶯谷駅,5,0,9,1,0,1,1,1
2,1,15000,20.55,False,False,True,False,葛飾区,金町駅,10,0,5,1,0,0,0,1
2,1,15000,20.55,False,False,True,False,葛飾区,金町駅,10,0,5,1,0,0,0,1
2,4,15000,20.57,False,False,True,False,葛飾区,金町駅,10,0,5,1,0,0,1,1
2,3,15000,20.57,False,False,True,False,葛飾区,金町駅,10,0,5,1,0,0,1,1
25,12,10000,42.19,False,False,True,False,荒川区,町屋駅,8,0,12,1,0,1,1,1
25,12,10000,41.83,False,False,True,False,荒川区,町屋駅,8,0,12,1,0,1,1,1
25,11,10000,56.48,False,False,True,False,荒川区,町屋駅,8,0,12,2,0,1,1,1
25,6,10000,60.4,False,False,True,False,荒川区,町屋駅,8,0,12,2,0,1,1,1
25,12,10000,59.68,False,False,True,False,荒川区,町屋駅,8,0,12,2,0,1,1,1
25,12,10000,59.66,False,False,True,False,荒川区,町屋駅,8,0,12,2,0,1,1,1
